"period","respondent","respondent.name","type.name","value","value.units","date","hour","year","month","dayofweek","BGE_Rebate"
"2022-09-02T12","PJM","PJM Interconnection, LLC","Demand",89359,"megawatthours",2022-09-02,12,2022,9,"Friday",0
"2022-09-02T11","PJM","PJM Interconnection, LLC","Demand",86130,"megawatthours",2022-09-02,11,2022,9,"Friday",0
"2022-09-02T10","PJM","PJM Interconnection, LLC","Demand",81966,"megawatthours",2022-09-02,10,2022,9,"Friday",0
"2022-09-02T09","PJM","PJM Interconnection, LLC","Demand",79855,"megawatthours",2022-09-02,9,2022,9,"Friday",0
"2022-09-02T08","PJM","PJM Interconnection, LLC","Demand",80171,"megawatthours",2022-09-02,8,2022,9,"Friday",0
"2022-09-02T07","PJM","PJM Interconnection, LLC","Demand",81998,"megawatthours",2022-09-02,7,2022,9,"Friday",0
"2022-09-02T06","PJM","PJM Interconnection, LLC","Demand",85299,"megawatthours",2022-09-02,6,2022,9,"Friday",0
"2022-09-02T05","PJM","PJM Interconnection, LLC","Demand",89716,"megawatthours",2022-09-02,5,2022,9,"Friday",0
"2022-09-02T04","PJM","PJM Interconnection, LLC","Demand",94775,"megawatthours",2022-09-02,4,2022,9,"Friday",0
"2022-09-02T03","PJM","PJM Interconnection, LLC","Demand",100532,"megawatthours",2022-09-02,3,2022,9,"Friday",0
"2022-09-02T02","PJM","PJM Interconnection, LLC","Demand",108336,"megawatthours",2022-09-02,2,2022,9,"Friday",0
"2022-09-02T01","PJM","PJM Interconnection, LLC","Demand",114894,"megawatthours",2022-09-02,1,2022,9,"Friday",0
"2022-09-02T00","PJM","PJM Interconnection, LLC","Demand",119402,"megawatthours",2022-09-02,0,2022,9,"Friday",0
"2022-09-03T23","PJM","PJM Interconnection, LLC","Demand",111481,"megawatthours",2022-09-03,23,2022,9,"Saturday",0
"2022-09-03T22","PJM","PJM Interconnection, LLC","Demand",113930,"megawatthours",2022-09-03,22,2022,9,"Saturday",0
"2022-09-03T21","PJM","PJM Interconnection, LLC","Demand",114373,"megawatthours",2022-09-03,21,2022,9,"Saturday",0
"2022-09-03T20","PJM","PJM Interconnection, LLC","Demand",113278,"megawatthours",2022-09-03,20,2022,9,"Saturday",0
"2022-09-03T19","PJM","PJM Interconnection, LLC","Demand",111052,"megawatthours",2022-09-03,19,2022,9,"Saturday",0
"2022-09-03T18","PJM","PJM Interconnection, LLC","Demand",107851,"megawatthours",2022-09-03,18,2022,9,"Saturday",0
"2022-09-03T17","PJM","PJM Interconnection, LLC","Demand",103972,"megawatthours",2022-09-03,17,2022,9,"Saturday",0
"2022-09-03T16","PJM","PJM Interconnection, LLC","Demand",98965,"megawatthours",2022-09-03,16,2022,9,"Saturday",0
"2022-09-03T15","PJM","PJM Interconnection, LLC","Demand",94316,"megawatthours",2022-09-03,15,2022,9,"Saturday",0
"2022-09-03T14","PJM","PJM Interconnection, LLC","Demand",90191,"megawatthours",2022-09-03,14,2022,9,"Saturday",0
"2022-09-03T13","PJM","PJM Interconnection, LLC","Demand",85189,"megawatthours",2022-09-03,13,2022,9,"Saturday",0
"2022-09-03T12","PJM","PJM Interconnection, LLC","Demand",80849,"megawatthours",2022-09-03,12,2022,9,"Saturday",0
"2022-09-03T11","PJM","PJM Interconnection, LLC","Demand",79283,"megawatthours",2022-09-03,11,2022,9,"Saturday",0
"2022-09-03T10","PJM","PJM Interconnection, LLC","Demand",78353,"megawatthours",2022-09-03,10,2022,9,"Saturday",0
"2022-09-03T09","PJM","PJM Interconnection, LLC","Demand",78109,"megawatthours",2022-09-03,9,2022,9,"Saturday",0
"2022-09-03T08","PJM","PJM Interconnection, LLC","Demand",79177,"megawatthours",2022-09-03,8,2022,9,"Saturday",0
"2022-09-03T07","PJM","PJM Interconnection, LLC","Demand",81041,"megawatthours",2022-09-03,7,2022,9,"Saturday",0
"2022-09-03T06","PJM","PJM Interconnection, LLC","Demand",84197,"megawatthours",2022-09-03,6,2022,9,"Saturday",0
"2022-09-03T05","PJM","PJM Interconnection, LLC","Demand",88080,"megawatthours",2022-09-03,5,2022,9,"Saturday",0
"2022-09-03T04","PJM","PJM Interconnection, LLC","Demand",92802,"megawatthours",2022-09-03,4,2022,9,"Saturday",0
"2022-09-03T03","PJM","PJM Interconnection, LLC","Demand",98302,"megawatthours",2022-09-03,3,2022,9,"Saturday",0
"2022-09-03T02","PJM","PJM Interconnection, LLC","Demand",104565,"megawatthours",2022-09-03,2,2022,9,"Saturday",0
"2022-09-03T01","PJM","PJM Interconnection, LLC","Demand",110159,"megawatthours",2022-09-03,1,2022,9,"Saturday",0
"2022-09-03T00","PJM","PJM Interconnection, LLC","Demand",113907,"megawatthours",2022-09-03,0,2022,9,"Saturday",0
"2022-09-04T23","PJM","PJM Interconnection, LLC","Demand",108477,"megawatthours",2022-09-04,23,2022,9,"Sunday",0
"2022-09-04T22","PJM","PJM Interconnection, LLC","Demand",110566,"megawatthours",2022-09-04,22,2022,9,"Sunday",0
"2022-09-04T21","PJM","PJM Interconnection, LLC","Demand",110670,"megawatthours",2022-09-04,21,2022,9,"Sunday",0
"2022-09-04T20","PJM","PJM Interconnection, LLC","Demand",109616,"megawatthours",2022-09-04,20,2022,9,"Sunday",0
"2022-09-04T19","PJM","PJM Interconnection, LLC","Demand",107633,"megawatthours",2022-09-04,19,2022,9,"Sunday",0
"2022-09-04T18","PJM","PJM Interconnection, LLC","Demand",105066,"megawatthours",2022-09-04,18,2022,9,"Sunday",0
"2022-09-04T17","PJM","PJM Interconnection, LLC","Demand",101223,"megawatthours",2022-09-04,17,2022,9,"Sunday",0
"2022-09-04T16","PJM","PJM Interconnection, LLC","Demand",96268,"megawatthours",2022-09-04,16,2022,9,"Sunday",0
"2022-09-04T15","PJM","PJM Interconnection, LLC","Demand",91533,"megawatthours",2022-09-04,15,2022,9,"Sunday",0
"2022-09-04T14","PJM","PJM Interconnection, LLC","Demand",88182,"megawatthours",2022-09-04,14,2022,9,"Sunday",0
"2022-09-04T13","PJM","PJM Interconnection, LLC","Demand",82922,"megawatthours",2022-09-04,13,2022,9,"Sunday",0
"2022-09-04T12","PJM","PJM Interconnection, LLC","Demand",79064,"megawatthours",2022-09-04,12,2022,9,"Sunday",0
"2022-09-04T11","PJM","PJM Interconnection, LLC","Demand",77680,"megawatthours",2022-09-04,11,2022,9,"Sunday",0
"2022-09-04T10","PJM","PJM Interconnection, LLC","Demand",77291,"megawatthours",2022-09-04,10,2022,9,"Sunday",0
"2022-09-04T09","PJM","PJM Interconnection, LLC","Demand",77461,"megawatthours",2022-09-04,9,2022,9,"Sunday",0
"2022-09-04T08","PJM","PJM Interconnection, LLC","Demand",78380,"megawatthours",2022-09-04,8,2022,9,"Sunday",0
"2022-09-04T07","PJM","PJM Interconnection, LLC","Demand",80552,"megawatthours",2022-09-04,7,2022,9,"Sunday",0
"2022-09-04T06","PJM","PJM Interconnection, LLC","Demand",83422,"megawatthours",2022-09-04,6,2022,9,"Sunday",0
"2022-09-04T05","PJM","PJM Interconnection, LLC","Demand",86579,"megawatthours",2022-09-04,5,2022,9,"Sunday",0
"2022-09-04T04","PJM","PJM Interconnection, LLC","Demand",90850,"megawatthours",2022-09-04,4,2022,9,"Sunday",0
"2022-09-04T03","PJM","PJM Interconnection, LLC","Demand",95191,"megawatthours",2022-09-04,3,2022,9,"Sunday",0
"2022-09-04T02","PJM","PJM Interconnection, LLC","Demand",100047,"megawatthours",2022-09-04,2,2022,9,"Sunday",0
"2022-09-04T01","PJM","PJM Interconnection, LLC","Demand",104468,"megawatthours",2022-09-04,1,2022,9,"Sunday",0
"2022-09-04T00","PJM","PJM Interconnection, LLC","Demand",107389,"megawatthours",2022-09-04,0,2022,9,"Sunday",0
"2022-09-05T23","PJM","PJM Interconnection, LLC","Demand",106586,"megawatthours",2022-09-05,23,2022,9,"Monday",0
"2022-09-05T22","PJM","PJM Interconnection, LLC","Demand",108315,"megawatthours",2022-09-05,22,2022,9,"Monday",0
"2022-09-05T21","PJM","PJM Interconnection, LLC","Demand",108312,"megawatthours",2022-09-05,21,2022,9,"Monday",0
"2022-09-05T20","PJM","PJM Interconnection, LLC","Demand",107493,"megawatthours",2022-09-05,20,2022,9,"Monday",0
"2022-09-05T19","PJM","PJM Interconnection, LLC","Demand",106581,"megawatthours",2022-09-05,19,2022,9,"Monday",0
"2022-09-05T18","PJM","PJM Interconnection, LLC","Demand",104710,"megawatthours",2022-09-05,18,2022,9,"Monday",0
"2022-09-05T17","PJM","PJM Interconnection, LLC","Demand",101380,"megawatthours",2022-09-05,17,2022,9,"Monday",0
"2022-09-05T16","PJM","PJM Interconnection, LLC","Demand",97127,"megawatthours",2022-09-05,16,2022,9,"Monday",0
"2022-09-05T15","PJM","PJM Interconnection, LLC","Demand",92123,"megawatthours",2022-09-05,15,2022,9,"Monday",0
"2022-09-05T14","PJM","PJM Interconnection, LLC","Demand",87949,"megawatthours",2022-09-05,14,2022,9,"Monday",0
"2022-09-05T13","PJM","PJM Interconnection, LLC","Demand",84038,"megawatthours",2022-09-05,13,2022,9,"Monday",0
"2022-09-05T12","PJM","PJM Interconnection, LLC","Demand",80994,"megawatthours",2022-09-05,12,2022,9,"Monday",0
"2022-09-05T11","PJM","PJM Interconnection, LLC","Demand",80161,"megawatthours",2022-09-05,11,2022,9,"Monday",0
"2022-09-05T10","PJM","PJM Interconnection, LLC","Demand",78888,"megawatthours",2022-09-05,10,2022,9,"Monday",0
"2022-09-05T09","PJM","PJM Interconnection, LLC","Demand",78480,"megawatthours",2022-09-05,9,2022,9,"Monday",0
"2022-09-05T08","PJM","PJM Interconnection, LLC","Demand",79331,"megawatthours",2022-09-05,8,2022,9,"Monday",0
"2022-09-05T07","PJM","PJM Interconnection, LLC","Demand",80935,"megawatthours",2022-09-05,7,2022,9,"Monday",0
"2022-09-05T06","PJM","PJM Interconnection, LLC","Demand",83220,"megawatthours",2022-09-05,6,2022,9,"Monday",0
"2022-09-05T05","PJM","PJM Interconnection, LLC","Demand",86394,"megawatthours",2022-09-05,5,2022,9,"Monday",0
"2022-09-05T04","PJM","PJM Interconnection, LLC","Demand",90218,"megawatthours",2022-09-05,4,2022,9,"Monday",0
"2022-09-05T03","PJM","PJM Interconnection, LLC","Demand",94038,"megawatthours",2022-09-05,3,2022,9,"Monday",0
"2022-09-05T02","PJM","PJM Interconnection, LLC","Demand",99146,"megawatthours",2022-09-05,2,2022,9,"Monday",0
"2022-09-05T01","PJM","PJM Interconnection, LLC","Demand",103389,"megawatthours",2022-09-05,1,2022,9,"Monday",0
"2022-09-05T00","PJM","PJM Interconnection, LLC","Demand",105430,"megawatthours",2022-09-05,0,2022,9,"Monday",0
"2022-09-06T23","PJM","PJM Interconnection, LLC","Demand",111091,"megawatthours",2022-09-06,23,2022,9,"Tuesday",0
"2022-09-06T22","PJM","PJM Interconnection, LLC","Demand",112923,"megawatthours",2022-09-06,22,2022,9,"Tuesday",0
"2022-09-06T21","PJM","PJM Interconnection, LLC","Demand",112818,"megawatthours",2022-09-06,21,2022,9,"Tuesday",0
"2022-09-06T20","PJM","PJM Interconnection, LLC","Demand",111840,"megawatthours",2022-09-06,20,2022,9,"Tuesday",0
"2022-09-06T19","PJM","PJM Interconnection, LLC","Demand",110854,"megawatthours",2022-09-06,19,2022,9,"Tuesday",0
"2022-09-06T18","PJM","PJM Interconnection, LLC","Demand",109151,"megawatthours",2022-09-06,18,2022,9,"Tuesday",0
"2022-09-06T17","PJM","PJM Interconnection, LLC","Demand",106528,"megawatthours",2022-09-06,17,2022,9,"Tuesday",0
"2022-09-06T16","PJM","PJM Interconnection, LLC","Demand",104001,"megawatthours",2022-09-06,16,2022,9,"Tuesday",0
"2022-09-06T15","PJM","PJM Interconnection, LLC","Demand",101487,"megawatthours",2022-09-06,15,2022,9,"Tuesday",0
"2022-09-06T14","PJM","PJM Interconnection, LLC","Demand",99073,"megawatthours",2022-09-06,14,2022,9,"Tuesday",0
"2022-09-06T13","PJM","PJM Interconnection, LLC","Demand",97506,"megawatthours",2022-09-06,13,2022,9,"Tuesday",0
"2022-09-06T12","PJM","PJM Interconnection, LLC","Demand",96163,"megawatthours",2022-09-06,12,2022,9,"Tuesday",0
"2022-09-06T11","PJM","PJM Interconnection, LLC","Demand",92430,"megawatthours",2022-09-06,11,2022,9,"Tuesday",0
"2022-09-06T10","PJM","PJM Interconnection, LLC","Demand",85888,"megawatthours",2022-09-06,10,2022,9,"Tuesday",0
"2022-09-06T09","PJM","PJM Interconnection, LLC","Demand",82367,"megawatthours",2022-09-06,9,2022,9,"Tuesday",0
"2022-09-06T08","PJM","PJM Interconnection, LLC","Demand",81539,"megawatthours",2022-09-06,8,2022,9,"Tuesday",0
"2022-09-06T07","PJM","PJM Interconnection, LLC","Demand",82442,"megawatthours",2022-09-06,7,2022,9,"Tuesday",0
"2022-09-06T06","PJM","PJM Interconnection, LLC","Demand",84036,"megawatthours",2022-09-06,6,2022,9,"Tuesday",0
"2022-09-06T05","PJM","PJM Interconnection, LLC","Demand",87069,"megawatthours",2022-09-06,5,2022,9,"Tuesday",0
"2022-09-06T04","PJM","PJM Interconnection, LLC","Demand",90412,"megawatthours",2022-09-06,4,2022,9,"Tuesday",0
"2022-09-06T03","PJM","PJM Interconnection, LLC","Demand",94561,"megawatthours",2022-09-06,3,2022,9,"Tuesday",0
"2022-09-06T02","PJM","PJM Interconnection, LLC","Demand",99560,"megawatthours",2022-09-06,2,2022,9,"Tuesday",0
"2022-09-06T01","PJM","PJM Interconnection, LLC","Demand",103795,"megawatthours",2022-09-06,1,2022,9,"Tuesday",0
"2022-09-06T00","PJM","PJM Interconnection, LLC","Demand",105077,"megawatthours",2022-09-06,0,2022,9,"Tuesday",0
"2022-09-07T23","PJM","PJM Interconnection, LLC","Demand",105883,"megawatthours",2022-09-07,23,2022,9,"Wednesday",0
"2022-09-07T22","PJM","PJM Interconnection, LLC","Demand",107367,"megawatthours",2022-09-07,22,2022,9,"Wednesday",0
"2022-09-07T21","PJM","PJM Interconnection, LLC","Demand",107332,"megawatthours",2022-09-07,21,2022,9,"Wednesday",0
"2022-09-07T20","PJM","PJM Interconnection, LLC","Demand",106042,"megawatthours",2022-09-07,20,2022,9,"Wednesday",0
"2022-09-07T19","PJM","PJM Interconnection, LLC","Demand",104979,"megawatthours",2022-09-07,19,2022,9,"Wednesday",0
"2022-09-07T18","PJM","PJM Interconnection, LLC","Demand",103515,"megawatthours",2022-09-07,18,2022,9,"Wednesday",0
"2022-09-07T17","PJM","PJM Interconnection, LLC","Demand",101355,"megawatthours",2022-09-07,17,2022,9,"Wednesday",0
"2022-09-07T16","PJM","PJM Interconnection, LLC","Demand",99276,"megawatthours",2022-09-07,16,2022,9,"Wednesday",0
"2022-09-07T15","PJM","PJM Interconnection, LLC","Demand",96990,"megawatthours",2022-09-07,15,2022,9,"Wednesday",0
"2022-09-07T14","PJM","PJM Interconnection, LLC","Demand",95863,"megawatthours",2022-09-07,14,2022,9,"Wednesday",0
"2022-09-07T13","PJM","PJM Interconnection, LLC","Demand",94951,"megawatthours",2022-09-07,13,2022,9,"Wednesday",0
"2022-09-07T12","PJM","PJM Interconnection, LLC","Demand",92343,"megawatthours",2022-09-07,12,2022,9,"Wednesday",0
"2022-09-07T11","PJM","PJM Interconnection, LLC","Demand",89144,"megawatthours",2022-09-07,11,2022,9,"Wednesday",0
"2022-09-07T10","PJM","PJM Interconnection, LLC","Demand",83297,"megawatthours",2022-09-07,10,2022,9,"Wednesday",0
"2022-09-07T09","PJM","PJM Interconnection, LLC","Demand",80236,"megawatthours",2022-09-07,9,2022,9,"Wednesday",0
"2022-09-07T08","PJM","PJM Interconnection, LLC","Demand",80072,"megawatthours",2022-09-07,8,2022,9,"Wednesday",0
"2022-09-07T07","PJM","PJM Interconnection, LLC","Demand",81404,"megawatthours",2022-09-07,7,2022,9,"Wednesday",0
"2022-09-07T06","PJM","PJM Interconnection, LLC","Demand",83874,"megawatthours",2022-09-07,6,2022,9,"Wednesday",0
"2022-09-07T05","PJM","PJM Interconnection, LLC","Demand",87022,"megawatthours",2022-09-07,5,2022,9,"Wednesday",0
"2022-09-07T04","PJM","PJM Interconnection, LLC","Demand",91548,"megawatthours",2022-09-07,4,2022,9,"Wednesday",0
"2022-09-07T03","PJM","PJM Interconnection, LLC","Demand",95987,"megawatthours",2022-09-07,3,2022,9,"Wednesday",0
"2022-09-07T02","PJM","PJM Interconnection, LLC","Demand",102105,"megawatthours",2022-09-07,2,2022,9,"Wednesday",0
"2022-09-07T01","PJM","PJM Interconnection, LLC","Demand",107048,"megawatthours",2022-09-07,1,2022,9,"Wednesday",0
"2022-09-07T00","PJM","PJM Interconnection, LLC","Demand",108728,"megawatthours",2022-09-07,0,2022,9,"Wednesday",0
"2022-09-08T23","PJM","PJM Interconnection, LLC","Demand",109892,"megawatthours",2022-09-08,23,2022,9,"Thursday",0
"2022-09-08T22","PJM","PJM Interconnection, LLC","Demand",111669,"megawatthours",2022-09-08,22,2022,9,"Thursday",0
"2022-09-08T21","PJM","PJM Interconnection, LLC","Demand",110539,"megawatthours",2022-09-08,21,2022,9,"Thursday",0
"2022-09-08T20","PJM","PJM Interconnection, LLC","Demand",107909,"megawatthours",2022-09-08,20,2022,9,"Thursday",0
"2022-09-08T19","PJM","PJM Interconnection, LLC","Demand",105274,"megawatthours",2022-09-08,19,2022,9,"Thursday",0
"2022-09-08T18","PJM","PJM Interconnection, LLC","Demand",102597,"megawatthours",2022-09-08,18,2022,9,"Thursday",0
"2022-09-08T17","PJM","PJM Interconnection, LLC","Demand",99777,"megawatthours",2022-09-08,17,2022,9,"Thursday",0
"2022-09-08T16","PJM","PJM Interconnection, LLC","Demand",97004,"megawatthours",2022-09-08,16,2022,9,"Thursday",0
"2022-09-08T15","PJM","PJM Interconnection, LLC","Demand",94763,"megawatthours",2022-09-08,15,2022,9,"Thursday",0
"2022-09-08T14","PJM","PJM Interconnection, LLC","Demand",93903,"megawatthours",2022-09-08,14,2022,9,"Thursday",0
"2022-09-08T13","PJM","PJM Interconnection, LLC","Demand",91963,"megawatthours",2022-09-08,13,2022,9,"Thursday",0
"2022-09-08T12","PJM","PJM Interconnection, LLC","Demand",88824,"megawatthours",2022-09-08,12,2022,9,"Thursday",0
"2022-09-08T11","PJM","PJM Interconnection, LLC","Demand",85175,"megawatthours",2022-09-08,11,2022,9,"Thursday",0
"2022-09-08T10","PJM","PJM Interconnection, LLC","Demand",80070,"megawatthours",2022-09-08,10,2022,9,"Thursday",0
"2022-09-08T09","PJM","PJM Interconnection, LLC","Demand",77100,"megawatthours",2022-09-08,9,2022,9,"Thursday",0
"2022-09-08T08","PJM","PJM Interconnection, LLC","Demand",76888,"megawatthours",2022-09-08,8,2022,9,"Thursday",0
"2022-09-08T07","PJM","PJM Interconnection, LLC","Demand",77970,"megawatthours",2022-09-08,7,2022,9,"Thursday",0
"2022-09-08T06","PJM","PJM Interconnection, LLC","Demand",80175,"megawatthours",2022-09-08,6,2022,9,"Thursday",0
"2022-09-08T05","PJM","PJM Interconnection, LLC","Demand",83484,"megawatthours",2022-09-08,5,2022,9,"Thursday",0
"2022-09-08T04","PJM","PJM Interconnection, LLC","Demand",87257,"megawatthours",2022-09-08,4,2022,9,"Thursday",0
"2022-09-08T03","PJM","PJM Interconnection, LLC","Demand",91390,"megawatthours",2022-09-08,3,2022,9,"Thursday",0
"2022-09-08T02","PJM","PJM Interconnection, LLC","Demand",96994,"megawatthours",2022-09-08,2,2022,9,"Thursday",0
"2022-09-08T01","PJM","PJM Interconnection, LLC","Demand",101646,"megawatthours",2022-09-08,1,2022,9,"Thursday",0
"2022-09-08T00","PJM","PJM Interconnection, LLC","Demand",103701,"megawatthours",2022-09-08,0,2022,9,"Thursday",0
"2022-09-09T23","PJM","PJM Interconnection, LLC","Demand",112356,"megawatthours",2022-09-09,23,2022,9,"Friday",0
"2022-09-09T22","PJM","PJM Interconnection, LLC","Demand",115601,"megawatthours",2022-09-09,22,2022,9,"Friday",0
"2022-09-09T21","PJM","PJM Interconnection, LLC","Demand",114940,"megawatthours",2022-09-09,21,2022,9,"Friday",0
"2022-09-09T20","PJM","PJM Interconnection, LLC","Demand",112453,"megawatthours",2022-09-09,20,2022,9,"Friday",0
"2022-09-09T19","PJM","PJM Interconnection, LLC","Demand",109381,"megawatthours",2022-09-09,19,2022,9,"Friday",0
"2022-09-09T18","PJM","PJM Interconnection, LLC","Demand",105730,"megawatthours",2022-09-09,18,2022,9,"Friday",0
"2022-09-09T17","PJM","PJM Interconnection, LLC","Demand",101379,"megawatthours",2022-09-09,17,2022,9,"Friday",0
"2022-09-09T16","PJM","PJM Interconnection, LLC","Demand",97531,"megawatthours",2022-09-09,16,2022,9,"Friday",0
"2022-09-09T15","PJM","PJM Interconnection, LLC","Demand",94209,"megawatthours",2022-09-09,15,2022,9,"Friday",0
"2022-09-09T14","PJM","PJM Interconnection, LLC","Demand",91091,"megawatthours",2022-09-09,14,2022,9,"Friday",0
"2022-09-09T13","PJM","PJM Interconnection, LLC","Demand",88786,"megawatthours",2022-09-09,13,2022,9,"Friday",0
"2022-09-09T12","PJM","PJM Interconnection, LLC","Demand",86629,"megawatthours",2022-09-09,12,2022,9,"Friday",0
"2022-09-09T11","PJM","PJM Interconnection, LLC","Demand",83290,"megawatthours",2022-09-09,11,2022,9,"Friday",0
"2022-09-09T10","PJM","PJM Interconnection, LLC","Demand",78409,"megawatthours",2022-09-09,10,2022,9,"Friday",0
"2022-09-09T09","PJM","PJM Interconnection, LLC","Demand",75656,"megawatthours",2022-09-09,9,2022,9,"Friday",0
"2022-09-09T08","PJM","PJM Interconnection, LLC","Demand",75474,"megawatthours",2022-09-09,8,2022,9,"Friday",0
"2022-09-09T07","PJM","PJM Interconnection, LLC","Demand",76951,"megawatthours",2022-09-09,7,2022,9,"Friday",0
"2022-09-09T06","PJM","PJM Interconnection, LLC","Demand",79451,"megawatthours",2022-09-09,6,2022,9,"Friday",0
"2022-09-09T05","PJM","PJM Interconnection, LLC","Demand",82855,"megawatthours",2022-09-09,5,2022,9,"Friday",0
"2022-09-09T04","PJM","PJM Interconnection, LLC","Demand",87601,"megawatthours",2022-09-09,4,2022,9,"Friday",0
"2022-09-09T03","PJM","PJM Interconnection, LLC","Demand",92960,"megawatthours",2022-09-09,3,2022,9,"Friday",0
"2022-09-09T02","PJM","PJM Interconnection, LLC","Demand",98488,"megawatthours",2022-09-09,2,2022,9,"Friday",0
"2022-09-09T01","PJM","PJM Interconnection, LLC","Demand",103774,"megawatthours",2022-09-09,1,2022,9,"Friday",0
"2022-09-09T00","PJM","PJM Interconnection, LLC","Demand",106432,"megawatthours",2022-09-09,0,2022,9,"Friday",0
"2022-09-10T23","PJM","PJM Interconnection, LLC","Demand",101709,"megawatthours",2022-09-10,23,2022,9,"Saturday",0
"2022-09-10T22","PJM","PJM Interconnection, LLC","Demand",103693,"megawatthours",2022-09-10,22,2022,9,"Saturday",0
"2022-09-10T21","PJM","PJM Interconnection, LLC","Demand",104219,"megawatthours",2022-09-10,21,2022,9,"Saturday",0
"2022-09-10T20","PJM","PJM Interconnection, LLC","Demand",102617,"megawatthours",2022-09-10,20,2022,9,"Saturday",0
"2022-09-10T19","PJM","PJM Interconnection, LLC","Demand",100156,"megawatthours",2022-09-10,19,2022,9,"Saturday",0
"2022-09-10T18","PJM","PJM Interconnection, LLC","Demand",96846,"megawatthours",2022-09-10,18,2022,9,"Saturday",0
"2022-09-10T17","PJM","PJM Interconnection, LLC","Demand",93301,"megawatthours",2022-09-10,17,2022,9,"Saturday",0
"2022-09-10T16","PJM","PJM Interconnection, LLC","Demand",89448,"megawatthours",2022-09-10,16,2022,9,"Saturday",0
"2022-09-10T15","PJM","PJM Interconnection, LLC","Demand",86248,"megawatthours",2022-09-10,15,2022,9,"Saturday",0
"2022-09-10T14","PJM","PJM Interconnection, LLC","Demand",84087,"megawatthours",2022-09-10,14,2022,9,"Saturday",0
"2022-09-10T13","PJM","PJM Interconnection, LLC","Demand",80865,"megawatthours",2022-09-10,13,2022,9,"Saturday",0
"2022-09-10T12","PJM","PJM Interconnection, LLC","Demand",77325,"megawatthours",2022-09-10,12,2022,9,"Saturday",0
"2022-09-10T11","PJM","PJM Interconnection, LLC","Demand",76385,"megawatthours",2022-09-10,11,2022,9,"Saturday",0
"2022-09-10T10","PJM","PJM Interconnection, LLC","Demand",74682,"megawatthours",2022-09-10,10,2022,9,"Saturday",0
"2022-09-10T09","PJM","PJM Interconnection, LLC","Demand",74256,"megawatthours",2022-09-10,9,2022,9,"Saturday",0
"2022-09-10T08","PJM","PJM Interconnection, LLC","Demand",74982,"megawatthours",2022-09-10,8,2022,9,"Saturday",0
"2022-09-10T07","PJM","PJM Interconnection, LLC","Demand",76654,"megawatthours",2022-09-10,7,2022,9,"Saturday",0
"2022-09-10T06","PJM","PJM Interconnection, LLC","Demand",79594,"megawatthours",2022-09-10,6,2022,9,"Saturday",0
"2022-09-10T05","PJM","PJM Interconnection, LLC","Demand",83055,"megawatthours",2022-09-10,5,2022,9,"Saturday",0
"2022-09-10T04","PJM","PJM Interconnection, LLC","Demand",87154,"megawatthours",2022-09-10,4,2022,9,"Saturday",0
"2022-09-10T03","PJM","PJM Interconnection, LLC","Demand",91861,"megawatthours",2022-09-10,3,2022,9,"Saturday",0
"2022-09-10T02","PJM","PJM Interconnection, LLC","Demand",97690,"megawatthours",2022-09-10,2,2022,9,"Saturday",0
"2022-09-10T01","PJM","PJM Interconnection, LLC","Demand",103166,"megawatthours",2022-09-10,1,2022,9,"Saturday",0
"2022-09-10T00","PJM","PJM Interconnection, LLC","Demand",107140,"megawatthours",2022-09-10,0,2022,9,"Saturday",0
"2022-09-11T23","PJM","PJM Interconnection, LLC","Demand",97665,"megawatthours",2022-09-11,23,2022,9,"Sunday",0
"2022-09-11T22","PJM","PJM Interconnection, LLC","Demand",97867,"megawatthours",2022-09-11,22,2022,9,"Sunday",0
"2022-09-11T21","PJM","PJM Interconnection, LLC","Demand",95916,"megawatthours",2022-09-11,21,2022,9,"Sunday",0
"2022-09-11T20","PJM","PJM Interconnection, LLC","Demand",94616,"megawatthours",2022-09-11,20,2022,9,"Sunday",0
"2022-09-11T19","PJM","PJM Interconnection, LLC","Demand",93757,"megawatthours",2022-09-11,19,2022,9,"Sunday",0
"2022-09-11T18","PJM","PJM Interconnection, LLC","Demand",92884,"megawatthours",2022-09-11,18,2022,9,"Sunday",0
"2022-09-11T17","PJM","PJM Interconnection, LLC","Demand",91510,"megawatthours",2022-09-11,17,2022,9,"Sunday",0
"2022-09-11T16","PJM","PJM Interconnection, LLC","Demand",88695,"megawatthours",2022-09-11,16,2022,9,"Sunday",0
"2022-09-11T15","PJM","PJM Interconnection, LLC","Demand",86151,"megawatthours",2022-09-11,15,2022,9,"Sunday",0
"2022-09-11T14","PJM","PJM Interconnection, LLC","Demand",83375,"megawatthours",2022-09-11,14,2022,9,"Sunday",0
"2022-09-11T13","PJM","PJM Interconnection, LLC","Demand",81375,"megawatthours",2022-09-11,13,2022,9,"Sunday",0
"2022-09-11T12","PJM","PJM Interconnection, LLC","Demand",78393,"megawatthours",2022-09-11,12,2022,9,"Sunday",0
"2022-09-11T11","PJM","PJM Interconnection, LLC","Demand",77239,"megawatthours",2022-09-11,11,2022,9,"Sunday",0
"2022-09-11T10","PJM","PJM Interconnection, LLC","Demand",76238,"megawatthours",2022-09-11,10,2022,9,"Sunday",0
"2022-09-11T09","PJM","PJM Interconnection, LLC","Demand",75995,"megawatthours",2022-09-11,9,2022,9,"Sunday",0
"2022-09-11T08","PJM","PJM Interconnection, LLC","Demand",76649,"megawatthours",2022-09-11,8,2022,9,"Sunday",0
